,description,accession,organism,taxon_id,valid,ffn
212,spike glycoprotein [SARS coronavirus GZ0403],AAU93320,SARS coronavirus GZ0403,293321,True,./genbank_files/293321.fna
213,spike glycoprotein [Bat SARS coronavirus HKU3-5],ADE34733,Bat SARS coronavirus HKU3-5,742002,True,./genbank_files/742002.fna
214,spike [SARS coronavirus ShanghaiQXC2],AAR86775,SARS coronavirus ShanghaiQXC2,258508,True,./genbank_files/258508.fna
215,"spike glycoprotein, partial [SARS coronavirus TW-YM3]",AAS44789,SARS coronavirus TW-YM3,264385,True,./genbank_files/264385.fna
216,putative E2 glycoprotein precursor [SARS coronavirus CUHK-AG03],AAP94759,SARS coronavirus CUHK-AG03,239243,False,./genbank_files/239243.fna
217,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJX45380,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
218,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJX45368,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
219,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJX45321,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
220,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIX07431,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
221,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30675,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
222,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30665,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
223,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30655,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
224,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30645,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
225,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30635,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
226,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30625,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
227,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30615,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
228,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30605,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
229,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30595,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
230,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30585,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
231,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30575,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
232,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30565,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
233,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30555,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
234,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30545,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
235,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30535,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
236,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30525,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
237,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30515,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
238,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30504,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
239,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30495,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
240,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30485,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
241,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30475,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
242,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30465,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
243,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30455,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
244,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30445,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
245,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30435,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
246,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30425,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
247,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30415,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
248,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30405,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
249,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30395,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
250,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30385,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
251,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30375,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
252,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30365,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
253,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30355,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
254,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30345,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
255,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30335,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
256,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30325,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
257,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30315,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
258,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30305,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
259,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30295,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
260,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30285,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
261,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30275,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
262,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30265,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
263,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30255,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
264,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30245,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
265,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30235,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
266,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30225,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
267,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30215,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
268,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30205,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
269,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30195,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
270,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30185,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
271,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30175,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
272,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30165,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
273,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIS30155,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
274,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ50172,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
275,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ50162,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
276,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ50152,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
277,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ50142,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
278,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ50132,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
279,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ50122,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
280,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ50112,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
281,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ50102,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
282,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ50092,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
283,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ50082,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
284,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ50072,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
285,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ50062,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
286,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ50052,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
287,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ50042,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
288,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ50032,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
289,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ50022,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
290,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ50012,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
291,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ50002,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
292,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ49992,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
293,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ49982,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
294,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ49972,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
295,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ49962,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
296,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ49952,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
297,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ49942,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
298,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ49932,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
299,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ49922,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
300,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ49912,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
301,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ49902,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
302,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ49892,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
303,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIQ49882,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
304,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QHU79173,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
305,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QII87830,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
306,"Chain E, SARS-CoV-2 receptor binding domain",7BWJ_E,Severe acute respiratory syndrome coronavirus 2,2697049,False,./genbank_files/2697049.fna
307,"Chain C, Spike glycoprotein",6Z43_C,Severe acute respiratory syndrome coronavirus 2,2697049,False,./genbank_files/2697049.fna
308,"Chain B, Spike glycoprotein",6Z43_B,Severe acute respiratory syndrome coronavirus 2,2697049,False,./genbank_files/2697049.fna
309,"Chain A, Spike glycoprotein",6Z43_A,Severe acute respiratory syndrome coronavirus 2,2697049,False,./genbank_files/2697049.fna
310,"Chain E, Spike glycoprotein",6Z2M_E,Severe acute respiratory syndrome coronavirus 2,2697049,False,./genbank_files/2697049.fna
311,"Chain A, Spike glycoprotein",6Z2M_A,Severe acute respiratory syndrome coronavirus 2,2697049,False,./genbank_files/2697049.fna
312,"Chain E, Spike glycoprotein",6YZ5_E,Severe acute respiratory syndrome coronavirus 2,2697049,False,./genbank_files/2697049.fna
313,"Chain A, spike protein",6M1V_A,Severe acute respiratory syndrome coronavirus 2,2697049,False,./genbank_files/2697049.fna
314,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIJ96483,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
315,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIJ96473,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
316,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QIJ96463,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
317,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QII57338,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
